submissionid,submissiondatetime,deviceid,username,User_s_,Survey_Start_Time,Study_Area,Other_Study_Area,GNSS_Setup,Other_GNSS_Setup,Pre_Survey_Notes,Sampling_Design,Plot_ID,GNSS_Used_,GNSS_Status,GNSS_Height_Rover_to_Snow__cm_,Point_Observation.Date___Time_of_Point_Observation,Point_Observation.Approx__Location,Point_Observation.Type_of_Plot,Point_Observation.Cardinal_Direction,Point_Observation.Distance_From_Centre__m_,Point_Observation.Custom_Distance_From_Centre__m_,Point_Observation.Sample_Type,Point_Observation.Tare_on_fish_scale_,Point_Observation.Tare_Weight__g_,Point_Observation.Multi_Part_Core_,Point_Observation.Core_Section_Number,Point_Observation.Depth__cm_,Point_Observation.Depth__cm_:timestamp,Point_Observation.Core_Length__cm_,Point_Observation.Plug__cm_,Point_Observation.Mass___Tube__g_,Point_Observation.Mass__g_,Point_Observation.Mass_Final__g_,Point_Observation.Retrieval____,Point_Observation.SWE__mm_,Point_Observation.Density,Point_Observation.Sample_Rating,Point_Observation.Point_Observation_Notes,Point_Observation.Picture,Snow_Pit_Measurenent.Distance_from_centre_of_plot__m_,Snow_Pit_Measurenent.Depth_above_ground__cm_,Snow_Pit_Measurenent.Temperature___C_,Snow_Pit_Measurenent.Density_Notes,Survey_End_TIme
55702686,2021-03-16 11:41:49 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:12,,Cardinal 10 m,S,2.5,,Depth,,,,,320,3/10/2021 15:12,,,,,,,,,Excellent,,,,,,,3/10/2021 15:59
55702686,2021-03-16 11:41:49 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:14,,Cardinal 10 m,E,7.5,,Depth,,,,,245,3/10/2021 15:15,,,,,,,,,Excellent,,,,,,,3/10/2021 15:59
55702686,2021-03-16 11:41:49 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:15,,Cardinal 10 m,E,10,,Density,no,3320,yes,1a,185,3/10/2021 15:15,160,0,4150,,830,100,59.901,0.374,Excellent,,,,,,,3/10/2021 15:59
55702686,2021-03-16 11:41:49 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:16,,Cardinal 10 m,E,5,,Depth,,,,,255,3/10/2021 15:25,,,,,,,,,Excellent,,,,,,,3/10/2021 15:59
55702686,2021-03-16 11:41:49 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:16,,Cardinal 10 m,E,2.5,,Depth,,,,,280,3/10/2021 15:17,,,,,,,,,Excellent,,,,,,,3/10/2021 15:59
55702686,2021-03-16 11:41:49 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:26,,Cardinal 10 m,E,10,,Density,no,3320,yes,1b,245,3/10/2021 15:26,75,0,3810,,490,100,35.363,0.472,Excellent,,,,,,,3/10/2021 15:59
55702686,2021-03-16 11:41:49 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:29,,Cardinal 10 m,W,7.5,,Depth,,,,,285,3/10/2021 15:29,,,,,,,,,Excellent,,,,,,,3/10/2021 15:59
55702686,2021-03-16 11:41:49 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:29,,Cardinal 10 m,W,5,,Depth,,,,,290,3/10/2021 15:31,,,,,,,,,Excellent,,,,,,,3/10/2021 15:59
55702686,2021-03-16 11:41:49 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:31,,Cardinal 10 m,W,2.5,,Depth,,,,,277,3/10/2021 15:32,,,,,,,,,Excellent,,,,,,,3/10/2021 15:59
55702686,2021-03-16 11:41:49 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:36,,Cardinal 10 m,S,10,,Density,no,3320,yes,1a,225,3/10/2021 15:36,205,0,4310,,990,100,71.448,0.349,,,,,,,,3/10/2021 15:59
55702686,2021-03-16 11:41:49 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:37,,Cardinal 10 m,S,10,,Density,no,3320,yes,1b,260,3/10/2021 15:37,67,0,3700,,380,100,27.425,0.409,Good,,,,,,,3/10/2021 15:59
55702686,2021-03-16 11:41:49 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:40,,Cardinal 10 m,S,10,,Density,no,3320,yes,1c,280,3/10/2021 15:41,35,0,3540,,220,100,15.877,0.454,Good,,,,,,,3/10/2021 15:59
55702686,2021-03-16 11:41:49 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:45,,Cardinal 10 m,W,10,,Density,no,3320,yes,1a,185,3/10/2021 15:45,170,0,4110,,790,100,57.014,0.335,Excellent,,,,,,,3/10/2021 15:59
55702686,2021-03-16 11:41:49 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:47,,Cardinal 10 m,,10,,Density,no,3320,yes,1b,250,3/10/2021 15:54,80,0,3830,,510,100,36.807,0.46,Good,,,,,,,3/10/2021 15:59
55702686,2021-03-16 11:41:49 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:55,,Cardinal 10 m,W,10,,Density,no,3320,yes,1c,290,3/10/2021 15:57,45,0,3550,,230,100,16.599,0.369,Good,,,,,,,3/10/2021 15:59
55702686,2021-03-16 11:41:49 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 16:02,,Cardinal 10 m,Centre,,,Depth,,,,,248,3/10/2021 16:03,,,,,,,,,Excellent,,https://drive.google.com/uc?id=151IDtDQboN1v-wddl4QSgnJv437pR1pS,,,,,3/10/2021 15:59
55702687,2021-03-12 12:14:33 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,,,Cardinal 10 m,N,7.5,,Depth,,,,,277,3/10/2021 14:56,,,,,,,,,Excellent,,,,,,,3/10/2021 15:59
55702687,2021-03-12 12:14:33 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 14:56,,Cardinal 10 m,N,5,,Depth,,,,,275,3/10/2021 15:35,,,,,,,,,,,,,,,,3/10/2021 15:59
55702687,2021-03-12 12:14:33 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 14:57,,Cardinal 10 m,N,10,,Density,no,3320,yes,1a,210,3/10/2021 14:57,189,0,4180,,860,100,62.066,0.328,Good,,,,,,,3/10/2021 15:59
55702687,2021-03-12 12:14:33 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:06,,Cardinal 10 m,N,2.5,,Depth,,,,,280,3/10/2021 15:04,,,,,,,,,Excellent,,,,,,,3/10/2021 15:59
55702687,2021-03-12 12:14:33 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:06,,Cardinal 10 m,N,10,,Density,no,3320,yes,1b,240,3/10/2021 15:07,66,0,3770,,450,100,32.476,0.492,,,,,,,,3/10/2021 15:59
55702687,2021-03-12 12:14:33 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:09,,Cardinal 10 m,N,10,,Density,no,3320,yes,1c,281,3/10/2021 15:10,55,0,3740,,420,100,30.311,0.551,Excellent,,,,,,,3/10/2021 15:59
55702687,2021-03-12 12:14:33 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:11,,Cardinal 10 m,S,7.5,,Depth,,,,,314,3/10/2021 15:12,,,,,,,,,Excellent,,,,,,,3/10/2021 15:59
55702687,2021-03-12 12:14:33 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:12,,Cardinal 10 m,S,5,,Depth,,,,,330,3/10/2021 15:12,,,,,,,,,Excellent,,,,,,,3/10/2021 15:59
55702687,2021-03-12 12:14:33 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:12,,Cardinal 10 m,S,2.5,,Depth,,,,,320,3/10/2021 15:12,,,,,,,,,Excellent,,,,,,,3/10/2021 15:59
55702687,2021-03-12 12:14:33 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:14,,Cardinal 10 m,E,7.5,,Depth,,,,,245,3/10/2021 15:15,,,,,,,,,Excellent,,,,,,,3/10/2021 15:59
55702687,2021-03-12 12:14:33 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:15,,Cardinal 10 m,E,10,,Density,no,3320,yes,1a,185,3/10/2021 15:15,160,0,4150,,830,100,59.901,0.374,Excellent,,,,,,,3/10/2021 15:59
55702687,2021-03-12 12:14:33 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:16,,Cardinal 10 m,E,5,,Depth,,,,,255,3/10/2021 15:25,,,,,,,,,Excellent,,,,,,,3/10/2021 15:59
55702687,2021-03-12 12:14:33 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:16,,Cardinal 10 m,E,2.5,,Depth,,,,,280,3/10/2021 15:17,,,,,,,,,Excellent,,,,,,,3/10/2021 15:59
55702687,2021-03-12 12:14:33 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:26,,Cardinal 10 m,E,10,,Density,no,3320,yes,1b,245,3/10/2021 15:26,75,0,3810,,490,100,35.363,0.472,Excellent,,,,,,,3/10/2021 15:59
55702687,2021-03-12 12:14:33 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:29,,Cardinal 10 m,W,7.5,,Depth,,,,,285,3/10/2021 15:29,,,,,,,,,Excellent,,,,,,,3/10/2021 15:59
55702687,2021-03-12 12:14:33 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:29,,Cardinal 10 m,W,5,,Depth,,,,,290,3/10/2021 15:31,,,,,,,,,Excellent,,,,,,,3/10/2021 15:59
55702687,2021-03-12 12:14:33 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:31,,Cardinal 10 m,W,2.5,,Depth,,,,,277,3/10/2021 15:32,,,,,,,,,Excellent,,,,,,,3/10/2021 15:59
55702687,2021-03-12 12:14:33 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:36,,Cardinal 10 m,S,10,,Density,no,3320,yes,1a,225,3/10/2021 15:36,205,0,4310,,990,100,71.448,0.349,,,,,,,,3/10/2021 15:59
55702687,2021-03-12 12:14:33 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:37,,Cardinal 10 m,S,10,,Density,no,3320,yes,1b,260,3/10/2021 15:37,67,0,3700,,380,100,27.425,0.409,Good,,,,,,,3/10/2021 15:59
55702687,2021-03-12 12:14:33 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:40,,Cardinal 10 m,S,10,,Density,no,3320,yes,1c,280,3/10/2021 15:41,35,0,3540,,220,100,15.877,0.454,Good,,,,,,,3/10/2021 15:59
55702687,2021-03-12 12:14:33 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:45,,Cardinal 10 m,W,10,,Density,no,3320,yes,1a,185,3/10/2021 15:45,170,0,4110,,790,100,57.014,0.335,Excellent,,,,,,,3/10/2021 15:59
55702687,2021-03-12 12:14:33 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:47,,Cardinal 10 m,,10,,Density,no,3320,yes,1b,250,3/10/2021 15:54,80,0,3830,,510,100,36.807,0.46,Good,,,,,,,3/10/2021 15:59
55702687,2021-03-12 12:14:33 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 15:55,,Cardinal 10 m,W,10,,Density,no,3320,yes,1c,290,3/10/2021 15:57,45,0,3550,,230,100,16.599,0.369,Good,,,,,,,3/10/2021 15:59
55702687,2021-03-12 12:14:33 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,"BF, AB, WI",3/10/2021 14:51,Englishman,,Topcon,,,,0310N1A,yes,,,3/10/2021 16:02,,Cardinal 10 m,Centre,,,Depth,,,,,248,3/10/2021 16:03,,,,,,,,,Excellent,,https://drive.google.com/uc?id=1IYeTE_Y76foS1EvwRBOIgGuQ7Bx8vY-k,,,,,3/10/2021 15:59
55702688,2021-03-12 12:14:16 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab bf wm,3/11/2021 16:09,Englishman,,Topcon,,,,0311e3f,yes,FLOAT,,,,Cardinal 10 m,E,2.5,,Depth,,,,,,,,,,,,,,,,,,,,,,3/11/2021 16:32
55702688,2021-03-12 12:14:16 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab bf wm,3/11/2021 16:09,Englishman,,Topcon,,,,0311e3f,yes,FLOAT,,,,Cardinal 10 m,E,7.5,,Depth,,,,,295,3/11/2021 16:10,,,,,,,,,Excellent,,,,,,,3/11/2021 16:32
55702688,2021-03-12 12:14:16 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab bf wm,3/11/2021 16:09,Englishman,,Topcon,,,,0311e3f,yes,FLOAT,,,,Cardinal 10 m,E,5,,Depth,,,,,255,3/11/2021 16:10,,,,,,,,,Excellent,,,,,,,3/11/2021 16:32
55702688,2021-03-12 12:14:16 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab bf wm,3/11/2021 16:09,Englishman,,Topcon,,,,0311e3f,yes,FLOAT,,,,Cardinal 10 m,E,2.5,,Depth,,,,,270,3/11/2021 16:11,,,,,,,,,,,,,,,,3/11/2021 16:32
55702688,2021-03-12 12:14:16 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab bf wm,3/11/2021 16:09,Englishman,,Topcon,,,,0311e3f,yes,FLOAT,,,,Cardinal 10 m,Centre,,,Depth,,,,,250,3/11/2021 16:11,,,,,,,,,Excellent,,,,,,,3/11/2021 16:32
55702688,2021-03-12 12:14:16 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab bf wm,3/11/2021 16:09,Englishman,,Topcon,,,,0311e3f,yes,FLOAT,,,,Cardinal 10 m,E,10,,Density,no,2820,no,,285,3/11/2021 16:12,270,0,3960,,1140,100,82.274,0.305,,,,,,,,3/11/2021 16:32
55702688,2021-03-12 12:14:16 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab bf wm,3/11/2021 16:09,Englishman,,Topcon,,,,0311e3f,yes,FLOAT,,,,Cardinal 10 m,S,7.5,,Depth,,,,,210,3/11/2021 16:15,,,,,,,,,Excellent,,https://drive.google.com/uc?id=1cs0Up1gHoUvefbc_NiIYzWS4f6JXhpSR,,,,,3/11/2021 16:32
55702688,2021-03-12 12:14:16 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab bf wm,3/11/2021 16:09,Englishman,,Topcon,,,,0311e3f,yes,FLOAT,,,,Cardinal 10 m,S,5,,Depth,,,,,220,3/11/2021 16:15,,,,,,,,,Excellent,,,,,,,3/11/2021 16:32
55702688,2021-03-12 12:14:16 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab bf wm,3/11/2021 16:09,Englishman,,Topcon,,,,0311e3f,yes,FLOAT,,,,Cardinal 10 m,S,2.5,,Depth,,,,,220,3/11/2021 16:16,,,,,,,,,Excellent,,,,,,,3/11/2021 16:32
55702688,2021-03-12 12:14:16 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab bf wm,3/11/2021 16:09,Englishman,,Topcon,,,,0311e3f,yes,FLOAT,,,,Cardinal 10 m,S,10,,Density,no,2820,no,,230,3/11/2021 16:16,180,0,3650,,830,100,59.901,0.333,,In amongst 3 trees,https://drive.google.com/uc?id=1R3oHyDXnVqgE55T03qMItxgNXIL2fFR6,,,,,3/11/2021 16:32
55702688,2021-03-12 12:14:16 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab bf wm,3/11/2021 16:09,Englishman,,Topcon,,,,0311e3f,yes,FLOAT,,,,Cardinal 10 m,W,7.5,,Depth,,,,,280,3/11/2021 16:18,,,,,,,,,Excellent,,,,,,,3/11/2021 16:32
55702688,2021-03-12 12:14:16 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab bf wm,3/11/2021 16:09,Englishman,,Topcon,,,,0311e3f,yes,FLOAT,,,,Cardinal 10 m,W,5,,Depth,,,,,280,3/11/2021 16:19,,,,,,,,,Excellent,,,,,,,3/11/2021 16:32
55702688,2021-03-12 12:14:16 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab bf wm,3/11/2021 16:09,Englishman,,Topcon,,,,0311e3f,yes,FLOAT,,,,Cardinal 10 m,W,2.5,,Depth,,,,,260,3/12/2021 12:12,,,,,,,,,,,,,,,,3/11/2021 16:32
55702688,2021-03-12 12:14:16 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab bf wm,3/11/2021 16:09,Englishman,,Topcon,,,,0311e3f,yes,FLOAT,,,,,,10,,Density,no,2820,no,,275,3/11/2021 16:19,255,,3840,,1020,100,73.613,,,,,,,,,3/11/2021 16:32
55702688,2021-03-12 12:14:16 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab bf wm,3/11/2021 16:09,Englishman,,Topcon,,,,0311e3f,yes,FLOAT,,,,Cardinal 10 m,N,7.5,,Depth,,,,,320,3/11/2021 16:22,,,,,,,,,Excellent,,,,,,,3/11/2021 16:32
55702688,2021-03-12 12:14:16 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab bf wm,3/11/2021 16:09,Englishman,,Topcon,,,,0311e3f,yes,FLOAT,,,,Cardinal 10 m,N,5,,Depth,,,,,320,3/11/2021 16:22,,,,,,,,,Excellent,,,,,,,3/11/2021 16:32
55702688,2021-03-12 12:14:16 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab bf wm,3/11/2021 16:09,Englishman,,Topcon,,,,0311e3f,yes,FLOAT,,3/11/2021 16:22,,Cardinal 10 m,N,2.5,,Depth,,,,,300,3/11/2021 16:22,,,,,,,,,Excellent,,,,,,,3/11/2021 16:32
55702688,2021-03-12 12:14:16 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab bf wm,3/11/2021 16:09,Englishman,,Topcon,,,,0311e3f,yes,FLOAT,,,,Cardinal 10 m,N,10,,Density,no,2820,no,,307,3/11/2021 16:25,290,0,4060,,1240,100,89.49,0.309,Fair,Lost some and couldn’t get all the way to the bottom.,https://drive.google.com/uc?id=1OM1iZW5vt-ypf_6SpUIxC10XUqi_TwIh,,,,,3/11/2021 16:32
55702688,2021-03-12 12:14:16 -08:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Ab bf wm,3/11/2021 16:09,Englishman,,Topcon,,,,0311e3f,yes,FLOAT,,,,,Centre,,,Density,no,2820,no,,250,3/11/2021 16:30,190,0,3570,,750,100,54.127,0.285,,Hit small pocket,https://drive.google.com/uc?id=1I-6sppCFhCstksfckh9zDtohYQbuPVRd,,,,,3/11/2021 16:32
55788368,2021-03-18 16:24:35 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Gf tk td,3/9/2021 11:40,Russell Creek,,Hemisphere,,Td depth March 9 gf tk density on 10th. Cannot find density data. For plot near gcp5,,3,yes,FIX,,3/9/2021 11:40,,Cardinal 10 m,Centre,,,Depth,,,,,222,3/18/2021 15:22,,,,,,,,,Good,,,,,,,
55788368,2021-03-18 16:24:35 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Gf tk td,3/9/2021 11:40,Russell Creek,,Hemisphere,,Td depth March 9 gf tk density on 10th. Cannot find density data. For plot near gcp5,,3,yes,FIX,,3/9/2021 15:22,,Cardinal 10 m,N,2.5,,Depth,,,,,226,3/18/2021 15:23,,,,,,,,,Good,,,,,,,
55788368,2021-03-18 16:24:35 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Gf tk td,3/9/2021 11:40,Russell Creek,,Hemisphere,,Td depth March 9 gf tk density on 10th. Cannot find density data. For plot near gcp5,,3,yes,FIX,,3/9/2021 15:23,,Cardinal 10 m,N,5,,Depth,,,,,245,3/18/2021 15:23,,,,,,,,,Good,,,,,,,
55788368,2021-03-18 16:24:35 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Gf tk td,3/9/2021 11:40,Russell Creek,,Hemisphere,,Td depth March 9 gf tk density on 10th. Cannot find density data. For plot near gcp5,,3,yes,FIX,,3/9/2021 15:23,,Cardinal 10 m,N,7.5,,Depth,,,,,233,3/18/2021 15:23,,,,,,,,,Good,,,,,,,
55788368,2021-03-18 16:24:35 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Gf tk td,3/9/2021 11:40,Russell Creek,,Hemisphere,,Td depth March 9 gf tk density on 10th. Cannot find density data. For plot near gcp5,,3,yes,FIX,,3/9/2021 15:23,,Cardinal 10 m,S,2.5,,Depth,,,,,238,3/18/2021 15:24,,,,,,,,,,,,,,,,
55788368,2021-03-18 16:24:35 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Gf tk td,3/9/2021 11:40,Russell Creek,,Hemisphere,,Td depth March 9 gf tk density on 10th. Cannot find density data. For plot near gcp5,,3,yes,FIX,,3/9/2021 15:24,,Cardinal 10 m,S,5,,Depth,,,,,202,3/18/2021 15:24,,,,,,,,,,,,,,,,
55788368,2021-03-18 16:24:35 -07:00,iPad_F38B7DE9-9E96-46F1-8A21-B55333832D55,CHRL-Warren Miller,Gf tk td,3/9/2021 11:40,Russell Creek,,Hemisphere,,Td depth March 9 gf tk density on 10th. Cannot find density data. For plot near gcp5,,3,yes,FIX,,3/9/2021 15:24,,Cardinal 10 m,S,7.5,,Depth,,,,,213,3/18/2021 15:25,,,,,,,,,,,,,,,,
